JobID,startTime,submitTime,user
755341,Sat Apr 20 21:16:18 CDT 2019,Sat Apr 20 21:16:17 CDT 2019,hge
755342,Sat Apr 20 21:24:57 CDT 2019,Sat Apr 20 21:24:56 CDT 2019,hge
755343,Sat Apr 20 21:25:40 CDT 2019,Sat Apr 20 21:25:40 CDT 2019,hge
755344,Sat Apr 20 21:39:09 CDT 2019,Sat Apr 20 21:39:09 CDT 2019,akitazum
755345,Sat Apr 20 21:39:11 CDT 2019,Sat Apr 20 21:39:09 CDT 2019,akitazum
755346,Sat Apr 20 21:39:12 CDT 2019,Sat Apr 20 21:39:10 CDT 2019,akitazum
755347,Sat Apr 20 21:39:12 CDT 2019,Sat Apr 20 21:39:10 CDT 2019,akitazum
755348,Sat Apr 20 21:39:12 CDT 2019,Sat Apr 20 21:39:10 CDT 2019,akitazum
755349,Sat Apr 20 21:39:12 CDT 2019,Sat Apr 20 21:39:10 CDT 2019,akitazum
754326,Sat Apr 20 06:28:11 CDT 2019,Thu Apr 18 10:44:12 CDT 2019,dsundara
755351,Sat Apr 20 21:39:12 CDT 2019,Sat Apr 20 21:39:10 CDT 2019,akitazum
755352,Sat Apr 20 21:39:12 CDT 2019,Sat Apr 20 21:39:10 CDT 2019,akitazum
